"","country","year","sex","sui_rate_1e5","population","gdp_per_capita"
"2648","Malta",1989,"male",11.2923462986198,159400,6539
"2649","Malta",1990,"female",0,166300,7780
"2650","Malta",1990,"male",4.96585971446307,161100,7780
"2651","Malta",1991,"female",0.595238095238095,168000,8313
"2652","Malta",1991,"male",5.52825552825553,162800,8313
"2653","Malta",1992,"female",3.53982300884956,169500,9040
"2654","Malta",1992,"male",7.28155339805825,164800,9040
"2655","Malta",1993,"female",4.09117475160725,171100,8022
"2656","Malta",1993,"male",5.40216086434574,166600,8022
"2657","Malta",1994,"female",1.73210161662818,173200,8775
"2658","Malta",1994,"male",7.12166172106825,168500,8775
"2659","Malta",1995,"female",3.43642611683849,174600,9974
"2660","Malta",1995,"male",6.45918966529654,170300,9974
"2661","Malta",1996,"female",0.56785917092561,176100,10254
"2662","Malta",1996,"male",5.2295177222545,172100,10254
"2663","Malta",1997,"female",2.25479143179256,177400,10575
"2664","Malta",1997,"male",6.35838150289017,173000,10575
"2665","Malta",1998,"female",0.559597090095131,178700,11103
"2666","Malta",1998,"male",6.29650829994276,174700,11103
"2667","Malta",1999,"female",2.78241513633834,179700,11607
"2668","Malta",1999,"male",12.5071063104036,175900,11607
"2669","Malta",2000,"female",3.2708955712074,183436,11873
"2670","Malta",2000,"male",9.48449006918099,179240,11873
"2671","Malta",2001,"female",3.73279581073659,187527,11691
"2672","Malta",2001,"male",12.567344574732,183014,11691
"2673","Malta",2002,"female",4.22469014538215,189363,12524
"2674","Malta",2002,"male",5.94295840469386,185093,12524
"2675","Malta",2003,"female",1.57128940008171,190926,14444
"2676","Malta",2003,"male",9.09776890596653,186859,14444
"2677","Malta",2004,"female",5.19607384660151,192453,15916
"2678","Malta",2004,"male",7.42843498792879,188465,15916
"2679","Malta",2005,"female",1.54649538371128,193987,16648
"2680","Malta",2005,"male",8.41556037112621,190124,16648
"2681","Malta",2006,"female",2.56736772921459,194752,17504
"2682","Malta",2006,"male",10.9783256485054,191286,17504
"2683","Malta",2007,"female",0.511977718729681,195321,20333
"2684","Malta",2007,"male",13.0032247997503,192260,20333
"2685","Malta",2008,"female",1.01802929888322,196458,23007
"2686","Malta",2008,"male",6.19396398209944,193737,23007
"2687","Malta",2009,"female",1.51685989776364,197777,21695
"2688","Malta",2009,"male",16.8949187252016,195325,21695
"2689","Malta",2010,"female",1.00591983824809,198823,22132
"2690","Malta",2010,"male",14.7864128162508,196126,22132
"2691","Malta",2011,"female",0,199666,23984
"2692","Malta",2011,"male",10.1648225984336,196757,23984
"2693","Malta",2012,"female",2.98767583717167,200825,23074
"2694","Malta",2012,"male",9.58081416750289,198313,23074
"2695","Malta",2013,"female",0.494581855770039,202191,25191
"2696","Malta",2013,"male",10.4718829941607,200537,25191
"2697","Malta",2014,"female",2.45462623406334,203697,27634
"2698","Malta",2014,"male",13.3117715502791,202828,27634
"2699","Malta",2015,"female",3.40692286726629,205464,25750
"2700","Malta",2015,"male",13.159626266614,205173,25750
"2701","Mauritius",1985,"female",8.15217391304348,441600,1223
"2702","Mauritius",1985,"male",15.3915799004074,441800,1223
"2703","Mauritius",1986,"female",1.78094390026714,449200,1636
"2704","Mauritius",1986,"male",4.45533526397861,448900,1636
"2705","Mauritius",1987,"female",11.5821678321678,457600,2073
"2706","Mauritius",1987,"male",19.1756667401367,453700,2073
"2707","Mauritius",1988,"female",12.0456012045601,464900,2317
"2708","Mauritius",1988,"male",24.1251901760487,460100,2317
"2709","Mauritius",1989,"female",7.87234042553191,470000,2349
"2710","Mauritius",1989,"male",23.1151436595377,462900,2349
"2711","Mauritius",1990,"female",11.8193330519206,473800,2820
"2712","Mauritius",1990,"male",19.4735715814252,467300,2820
"2713","Mauritius",1991,"female",9.13921360255048,470500,3045
"2714","Mauritius",1991,"male",20.1026518391788,467600,3045
"2715","Mauritius",1992,"female",9.69850305713683,474300,3400
"2716","Mauritius",1992,"male",21.0970464135021,474000,3400
"2717","Mauritius",1993,"female",9.40242373589636,478600,3405
"2718","Mauritius",1993,"male",19.3871169480926,479700,3405
"2719","Mauritius",1994,"female",4.52209660842754,486500,3658
"2720","Mauritius",1994,"male",22.002878881349,486300,3658
"2721","Mauritius",1995,"female",6.5173116089613,491000,4115
"2722","Mauritius",1995,"male",23.4263597474027,490900,4115
"2723","Mauritius",1996,"female",7.23182000803536,497800,4444
"2724","Mauritius",1996,"male",23.5317779565567,497200,4444
"2725","Mauritius",1997,"female",3.95178818415333,506100,4139
"2726","Mauritius",1997,"male",20.1740506329114,505600,4139
"2727","Mauritius",1998,"female",7.98131204983453,513700,4063
"2728","Mauritius",1998,"male",22.2395630120952,512600,4063
"2729","Mauritius",1999,"female",10.3408655687476,522200,4117
"2730","Mauritius",1999,"male",23.0680507497116,520200,4117
"2731","Mauritius",2000,"female",5.62008242787561,533800,4339
"2732","Mauritius",2000,"male",20.487369632357,522273,4339
"2733","Mauritius",2001,"female",6.84452567437077,540578,4244
"2734","Mauritius",2001,"male",14.3838870183527,528369,4244
"2735","Mauritius",2002,"female",5.30665124688006,546484,4415
"2736","Mauritius",2002,"male",19.1272354956486,533271,4415
"2737","Mauritius",2003,"female",4.33918701715244,553099,5136
"2738","Mauritius",2003,"male",11.8708672224953,539135,5136
"2739","Mauritius",2004,"female",3.937282666471,558761,5789
"2740","Mauritius",2004,"male",13.7784064813624,544330,5789
"2741","Mauritius",2005,"female",4.0755933975387,564335,5641
"2742","Mauritius",2005,"male",14.3739071736714,549607,5641
"2743","Mauritius",2006,"female",5.08503404342619,570301,6246
"2744","Mauritius",2006,"male",16.036036036036,555000,6246
"2745","Mauritius",2007,"female",5.21262288758457,575526,7179
"2746","Mauritius",2007,"male",17.3304961345847,559707,7179
"2747","Mauritius",2008,"female",2.06372791811128,581472,8716
"2748","Mauritius",2008,"male",12.7481913503522,564786,8716
"2749","Mauritius",2009,"female",3.92502184359983,585984,7873
"2750","Mauritius",2009,"male",16.03997440578,573567,7873
"2751","Mauritius",2010,"female",3.71862201390427,591617,8587
"2752","Mauritius",2010,"male",13.2562609669396,573314,8587
"2753","Mauritius",2011,"female",3.857849969892,596187,9817
"2754","Mauritius",2011,"male",16.4597645387368,577165,9817
"2755","Mauritius",2012,"female",4.33274119203709,600082,9884
"2756","Mauritius",2012,"male",15.3325351227033,580465,9884
"2757","Mauritius",2013,"female",2.58499016842073,580273,10572
"2758","Mauritius",2013,"male",14.6354279628366,567117,10572
"2759","Mauritius",2014,"female",4.12121170492811,582353,11120
"2760","Mauritius",2014,"male",16.8695997511734,569071,11120
"2761","Mauritius",2015,"female",4.45073634009103,584173,10125
"2762","Mauritius",2015,"male",13.6680247075831,570675,10125
"2763","Mauritius",2016,"female",2.97516923754346,504173,10570
"2764","Mauritius",2016,"male",16.999174618389,488259,10570
"2765","Mexico",1985,"female",0.783096926713948,33840000,2730
"2766","Mexico",1985,"male",3.79232639506612,33726000,2730
"2767","Mexico",1986,"female",0.777023221151207,34619300,1873
"2768","Mexico",1986,"male",4.18789596628816,34504200,1873
"2769","Mexico",1987,"female",0.836068892076707,34088100,2064
"2770","Mexico",1987,"male",4.18192557590077,33860000,2064
"2771","Mexico",1988,"female",0.801098649576562,34952000,2630
"2772","Mexico",1988,"male",4.10157375915144,34694000,2630
"2773","Mexico",1989,"female",0.795533845080251,35825000,3125
"2774","Mexico",1989,"male",4.44644565767997,35534000,3125
"2775","Mexico",1990,"female",0.757474612339207,36700900,3595
"2776","Mexico",1990,"male",4.53045964372113,36376000,3595
"2777","Mexico",1991,"female",0.835595295119485,37578000,4204
"2778","Mexico",1991,"male",4.80677516168122,37218300,4204
"2779","Mexico",1992,"female",0.887579402905904,38081100,4830
"2780","Mexico",1992,"male",5.10419382497373,37204700,4830
"2781","Mexico",1993,"female",0.851435994392355,38875500,6518
"2782","Mexico",1993,"male",5.29889621699388,37951300,6518
"2783","Mexico",1994,"female",0.990600636706669,39672900,6735
"2784","Mexico",1994,"male",5.67165875993509,38701200,6735
"2785","Mexico",1995,"female",1.09454875189322,40473300,4505
"2786","Mexico",1995,"male",6.16924098565918,39453800,4505
"2787","Mexico",1996,"female",1.16675724387376,42339570,4904
"2788","Mexico",1996,"male",6.06327746339097,41462724,4904
"2789","Mexico",1997,"female",1.25031771176178,43109043,5864
"2790","Mexico",1997,"male",6.65611585875367,42231837,5864
"2791","Mexico",1998,"female",1.16314194744856,43846755,6064
"2792","Mexico",1998,"male",6.51947467366737,42978923,6064
"2793","Mexico",1999,"female",1.13992424216075,44564365,6800
"2794","Mexico",1999,"male",6.4496774612166,43707612,6800
"2795","Mexico",2000,"female",1.18613423655652,45273122,7892
"2796","Mexico",2000,"male",6.5711170568077,44421671,7892
"2797","Mexico",2001,"female",1.46249446014933,45948892,8311
"2798","Mexico",2001,"male",6.84642645139917,45103822,8311
"2799","Mexico",2002,"female",1.40707661729515,46621484,8357
"2800","Mexico",2002,"male",6.92550550509962,45772832,8357
"2801","Mexico",2003,"female",1.46695178516301,47308985,7779
"2802","Mexico",2003,"male",7.2680498552052,46449874,7779
"2803","Mexico",2004,"female",1.40536359619011,48030275,8217
"2804","Mexico",2004,"male",7.16878663229296,47162793,8217
"2805","Mexico",2005,"female",1.4959391910965,48798775,9071
"2806","Mexico",2005,"male",7.39392621091137,47931233,9071
"2807","Mexico",2006,"female",1.42720938252682,49677364,9906
"2808","Mexico",2006,"male",7.21642459056628,48791475,9906
"2809","Mexico",2007,"female",1.50637546728775,50584998,10496
"2810","Mexico",2007,"male",7.08720515250074,49709299,10496
"2811","Mexico",2008,"female",1.66962238364106,51508653,10864
"2812","Mexico",2008,"male",7.46517099011656,50661934,10864
"2813","Mexico",2009,"female",1.84244216586439,52430411,8651
"2814","Mexico",2009,"male",7.86028097724237,51613931,8651
"2815","Mexico",2010,"female",1.6873924392782,53336733,9991
"2816","Mexico",2010,"male",7.53343298731566,52539128,9991
"2817","Mexico",2011,"female",1.97564634948977,54210107,10965
"2818","Mexico",2011,"male",8.39554792345094,53444993,10965
"2819","Mexico",2012,"female",1.90871809076468,55063134,10982
"2820","Mexico",2012,"male",7.97339045742789,54305631,10982
"2821","Mexico",2013,"female",1.86575651140526,55902257,11478
"2822","Mexico",2013,"male",8.46657564432808,55134451,11478
"2823","Mexico",2014,"female",2.16437554531292,56736919,11663
"2824","Mexico",2014,"male",8.84628849944965,55955670,11663
"2825","Mexico",2015,"female",2.1676923690194,57572745,10228
"2826","Mexico",2015,"male",8.7804663117933,56785139,10228
"2827","Mongolia",2016,"female",4.64463620440329,1119571,4145
"2828","Mongolia",2016,"male",35.4001553408434,1048018,4145
"2829","Montenegro",2000,"female",0,294375,1701
"2830","Montenegro",2000,"male",0,284293,1701
"2831","Montenegro",2001,"female",0,294375,2004
"2832","Montenegro",2001,"male",0,284293,2004
"2833","Montenegro",2002,"female",0,294375,2220
"2834","Montenegro",2002,"male",0,284293,2220
"2835","Montenegro",2003,"female",0,295006,2946
"2836","Montenegro",2003,"male",0,284682,2946
"2837","Montenegro",2004,"female",0,296190,3565
"2838","Montenegro",2004,"male",0,285433,3565
"2839","Montenegro",2005,"female",12.1142780226806,297170,3870
"2840","Montenegro",2005,"male",28.6651145555859,286062,3870
"2841","Montenegro",2006,"female",0,298106,4654
"2842","Montenegro",2006,"male",0,286779,4654
"2843","Montenegro",2007,"female",10.694186372933,299228,6268
"2844","Montenegro",2007,"male",30.9010610521638,288016,6268
"2845","Montenegro",2008,"female",15.3089410872011,300478,7705
"2846","Montenegro",2008,"male",27.6362380170999,289475,7705
"2847","Montenegro",2009,"female",9.94675172244584,301606,7023
"2848","Montenegro",2009,"male",26.4943501658478,290628,7023
"2849","Netherlands",1985,"female",8.55369983762468,6897600,10428
"2850","Netherlands",1985,"male",15.5936137604714,6720700,10428
"2851","Netherlands",1986,"female",8.73349858765204,6938800,14479
"2852","Netherlands",1986,"male",14.7705240724022,6756700,14479
"2853","Netherlands",1987,"female",8.89493661820526,6981500,17560
"2854","Netherlands",1987,"male",14.6420425281436,6795500,17560
"2855","Netherlands",1988,"female",7.94577506906274,7022600,18661
"2856","Netherlands",1988,"male",14.122433448947,6833100,18661
"2857","Netherlands",1989,"female",8.02979663513284,7061200,18310
"2858","Netherlands",1989,"male",13.8757443834539,6868100,18310
"2859","Netherlands",1990,"female",7.61564233227287,7103800,22425
"2860","Netherlands",1990,"male",13.1538962448448,6910500,22425
"2861","Netherlands",1991,"female",8.08063862209733,7152900,22906
"2862","Netherlands",1991,"male",14.8379034458984,6961900,22906
"2863","Netherlands",1992,"female",7.57922791821097,7203900,25205
"2864","Netherlands",1992,"male",14.8438614002567,7013000,25205
"2865","Netherlands",1993,"female",7.37666492016656,7252600,24385
"2866","Netherlands",1993,"male",14.4455459566634,7061000,24385
"2867","Netherlands",1994,"female",6.85410355179646,7294900,25997
"2868","Netherlands",1994,"male",15.2615869797826,7102800,25997
"2869","Netherlands",1995,"female",6.96849856811673,7333000,30850
"2870","Netherlands",1995,"male",14.0036409466461,7141000,30850
"2871","Netherlands",1996,"female",7.24165988608625,7374000,30625
"2872","Netherlands",1996,"male",14.5270693761578,7179700,30625
"2873","Netherlands",1997,"female",7.14439771379273,7418400,28156
"2874","Netherlands",1997,"male",14.4291352212144,7221500,28156
"2875","Netherlands",1998,"female",6.92518920367022,7465500,29351
"2876","Netherlands",1998,"male",13.7843749570098,7269100,29351
"2877","Netherlands",1999,"female",6.69434906438819,7513800,29799
"2878","Netherlands",1999,"male",13.8831953212539,7318200,29799
"2879","Netherlands",2000,"female",6.62424768181081,7563123,27644
"2880","Netherlands",2000,"male",13.5683148370065,7370112,27644
"2881","Netherlands",2001,"female",6.09481055778813,7613034,28366
"2882","Netherlands",2001,"male",13.6021385255255,7425303,28366
"2883","Netherlands",2002,"female",6.62081977501749,7657662,30757
"2884","Netherlands",2002,"male",14.2251965030907,7472656,30757
"2885","Netherlands",2003,"female",6.28918804113493,7695747,37614
"2886","Netherlands",2003,"male",13.5595026406399,7507650,37614
"2887","Netherlands",2004,"female",6.36503556592993,7729729,42614
"2888","Netherlands",2004,"male",13.5613335859828,7536132,42614
"2889","Netherlands",2005,"female",6.44325994417302,7760047,44289
"2890","Netherlands",2005,"male",14.2053195085859,7560548,44289
"2891","Netherlands",2006,"female",6.15212944594102,7785922,47281
"2892","Netherlands",2006,"male",13.7944222266914,7582775,47281
"2893","Netherlands",2007,"female",5.24674279647808,7814372,54418
"2894","Netherlands",2007,"male",12.4030486273084,7611032,54418
"2895","Netherlands",2008,"female",5.70492062137792,7852870,60375
"2896","Netherlands",2008,"male",12.9473211260955,7654093,60375
"2897","Netherlands",2009,"female",5.85013103913649,7897259,54988
"2898","Netherlands",2009,"male",13.8612784537458,7704917,54988
"2899","Netherlands",2010,"female",6.00697640416851,7940767,53302
"2900","Netherlands",2010,"male",14.5407309484814,7750642,53302
"2901","Netherlands",2011,"female",6.4283958157534,7980218,56667
"2902","Netherlands",2011,"male",14.5919939876365,7791944,56667
"2903","Netherlands",2012,"female",7.11335898801611,8013092,52334
"2904","Netherlands",2012,"male",15.1538169922331,7826411,52334
"2905","Netherlands",2013,"female",6.82652931043101,8042154,54510
"2906","Netherlands",2013,"male",16.6340984509544,7857354,54510
"2907","Netherlands",2014,"female",7.32390849516187,8042154,55325
"2908","Netherlands",2014,"male",15.9086633999181,7857354,55325
"2909","Netherlands",2015,"female",7.2833822301741,8114362,47206
"2910","Netherlands",2015,"male",16.1400381217125,7942980,47206
"2911","Netherlands",2016,"female",8.48763850912206,7222268,48108
"2912","Netherlands",2016,"male",18.14091658798,7017286,48108
"2913","New Zealand",1985,"female",5.43051557183983,1528400,8246
"2914","New Zealand",1985,"male",17.0295178309069,1497400,8246
"2915","New Zealand",1986,"female",7.3764606044781,1531900,10114
"2916","New Zealand",1986,"male",20.1445589613171,1494200,10114
"2917","New Zealand",1987,"female",6.47458724506313,1544500,13238
"2918","New Zealand",1987,"male",24.1581259150805,1502600,13238
"2919","New Zealand",1988,"female",6.64344685242518,1550400,14890
"2920","New Zealand",1988,"male",25.3189792663477,1504800,14890
"2921","New Zealand",1989,"female",5.96727622714148,1558500,14417
"2922","New Zealand",1989,"male",24.7126818574371,1505300,14417
"2923","New Zealand",1990,"female",5.84906859940238,1572900,14734
"2924","New Zealand",1990,"male",23.9366963402572,1516500,14734
"2925","New Zealand",1991,"female",5.74818076193971,1635300,13345
"2926","New Zealand",1991,"male",24.225423944919,1568600,13345
"2927","New Zealand",1992,"female",5.81782922247137,1650100,12868
"2928","New Zealand",1992,"male",25.0394197414065,1585500,12868
"2929","New Zealand",1993,"female",5.63346518039075,1668600,14271
"2930","New Zealand",1993,"male",21.7499688395862,1604600,14271
"2931","New Zealand",1994,"female",6.08926987880579,1691500,16615
"2932","New Zealand",1994,"male",25.1228501228501,1628000,16615
"2933","New Zealand",1995,"female",6.75007273785278,1718500,18945
"2934","New Zealand",1995,"male",25.9167522503474,1655300,18945
"2935","New Zealand",1996,"female",6.40952271946893,1747400,20434
"2936","New Zealand",1996,"male",25.3990861076494,1685100,20434
"2937","New Zealand",1997,"female",6.85086626656098,1766200,19041
"2938","New Zealand",1997,"male",25.8802816901408,1704000,19041
"2939","New Zealand",1998,"female",7.4032529444756,1783000,16052
"2940","New Zealand",1998,"male",25.7006628677753,1719800,16052
"2941","New Zealand",1999,"female",7.23217489717614,1811350,16556
"2942","New Zealand",1999,"male",22.152536033833,1737950,16556
"2943","New Zealand",2000,"female",4.5448820794752,1826230,14725
"2944","New Zealand",2000,"male",21.4597186773946,1747460,14725
"2945","New Zealand",2001,"female",6.46672354485135,1840190,14968
"2946","New Zealand",2001,"male",22.116095286827,1758900,14968
"2947","New Zealand",2002,"female",6.04746996334056,1868550,18208
"2948","New Zealand",2002,"male",19.7694678997453,1790640,18208
"2949","New Zealand",2003,"female",7.4149255615097,1901570,23663
"2950","New Zealand",2003,"male",20.6800339196324,1827850,23663
"2951","New Zealand",2004,"female",5.81120276469257,1944520,27325
"2952","New Zealand",2004,"male",20.5598523135216,1857990,27325
"2953","New Zealand",2005,"female",6.70183437330233,1969610,29803
"2954","New Zealand",2005,"male",20.3227162214644,1879670,29803
"2955","New Zealand",2006,"female",6.962288439095,1996470,28628
"2956","New Zealand",2006,"male",20.3981851923896,1902130,28628
"2957","New Zealand",2007,"female",5.85666071074052,2014800,34892
"2958","New Zealand",2007,"male",19.576705802723,1920650,34892
"2959","New Zealand",2008,"female",6.84624515468081,2030310,33585
"2960","New Zealand",2008,"male",19.6580226402633,1938140,33585
"2961","New Zealand",2009,"female",5.75713665393266,2049630,30259
"2962","New Zealand",2009,"male",20.0984518070753,1960350,30259
"2963","New Zealand",2010,"female",7.19410566161631,2071140,36145
"2964","New Zealand",2010,"male",19.5028044730463,1984330,36145
"2965","New Zealand",2011,"female",5.55683298842646,2087520,41184
"2966","New Zealand",2011,"male",18.8223311731754,2002940,41184
"2967","New Zealand",2012,"female",6.90088426503203,2101180,42756
"2968","New Zealand",2012,"male",20.0030697780352,2019690,42756
"2969","New Zealand",2013,"female",6.9406409941642,2117960,46198
"2970","New Zealand",2013,"male",18.1925728572778,2011810,46198
"2971","Nicaragua",2010,"female",2.95872653336003,2602471,1715
"2972","Nicaragua",2010,"male",10.9383158825943,2504956,1715
"2973","Nicaragua",2011,"female",3.52473263197471,2638498,1888
"2974","Nicaragua",2011,"male",10.8686107040851,2539423,1888
"2975","Nicaragua",2012,"female",3.06477323481209,2675565,2006
"2976","Nicaragua",2012,"male",9.08428116548998,2575878,2006
"2977","Nicaragua",2013,"female",2.76416375938065,2713298,2062
"2978","Nicaragua",2013,"male",10.5599974288702,2613637,2062
"2979","Nicaragua",2014,"female",2.54458198515927,2750943,2199
"2980","Nicaragua",2014,"male",9.08925992681071,2651481,2199
"2981","Nicaragua",2015,"female",3.04881548138286,2787968,2303
"2982","Nicaragua",2015,"male",8.55490856476531,2688515,2303
"2983","Norway",1986,"female",8.07021083425805,1982600,20117
"2984","Norway",1986,"male",21.7199730444249,1929100,20117
"2985","Norway",1987,"female",8.18437437236393,1991600,23980
"2986","Norway",1987,"male",25.0786934310336,1937900,23980
"2987","Norway",1988,"female",9.90396158463385,1999200,25820
"2988","Norway",1988,"male",26.1887645065215,1947400,25820
"2989","Norway",1989,"female",8.93258146614103,2003900,25945
"2990","Norway",1989,"male",24.642655873764,1951900,25945
"2991","Norway",1990,"female",8.51763299462044,2007600,30240
"2992","Norway",1990,"male",24.9782464042586,1953700,30240
"2993","Norway",1991,"female",8.74056416368693,2013600,30678
"2994","Norway",1991,"male",25.472179683512,1959000,30678
"2995","Norway",1992,"female",8.25833250914845,2022200,32793
"2996","Norway",1992,"male",22.8196787965034,1967600,32793
"2997","Norway",1993,"female",6.93556320708313,2033000,30066
"2998","Norway",1993,"male",22.7054361567636,1977500,30066
"2999","Norway",1994,"female",7.43385337702352,2044700,31520
"3000","Norway",1994,"male",19.0586342150256,1988600,31520
"3001","Norway",1995,"female",6.66212799066329,2056400,37483
"3002","Norway",1995,"male",20.5551387846962,1999500,37483
"3003","Norway",1996,"female",6.19105199516324,2067500,40098
"3004","Norway",1996,"male",19.348420790848,2010500,40098
"3005","Norway",1997,"female",7.02159380560766,2079300,39335
"3006","Norway",1997,"male",19.1318963812537,2022800,39335
"3007","Norway",1998,"female",7.12169008698977,2092200,37334
"3008","Norway",1998,"male",19.5857058708031,2037200,37334
"3009","Norway",1999,"female",7.26299494580999,2106569,39013
"3010","Norway",1999,"male",20.9431631774383,2053176,39013
"3011","Norway",2000,"female",6.25800621818254,2109298,41099
"3012","Norway",2000,"male",19.8638476515735,2059017,41099
"3013","Norway",2001,"female",6.47387042689077,2131646,41281
"3014","Norway",2001,"male",19.7268290154296,2083457,41281
"3015","Norway",2002,"female",6.15253246626128,2145458,46049
"3016","Norway",2002,"male",17.2526285237421,2098231,46049
"3017","Norway",2003,"female",5.92655973856463,2159769,53533
"3018","Norway",2003,"male",17.6969794473716,2113355,53533
"3019","Norway",2004,"female",7.82100390406112,2173634,61450
"3020","Norway",2004,"male",16.8677166937772,2128326,61450
"3021","Norway",2005,"female",7.90226045759113,2189247,71215
"3022","Norway",2005,"male",16.7766078165012,2145845,71215
"3023","Norway",2006,"female",6.39300088821906,2205537,79007
"3024","Norway",2006,"male",18.0469923371824,2166566,79007
"3025","Norway",2007,"female",6.70046579479666,2223726,90797
"3026","Norway",2007,"male",15.3169864011601,2193643,90797
"3027","Norway",2008,"female",7.03394546466333,2246250,103431
"3028","Norway",2008,"male",15.5896271024095,2225839,103431
"3029","Norway",2009,"female",6.91327233801586,2270994,85394
"3030","Norway",2009,"male",18.4352872669775,2256542,85394
"3031","Norway",2010,"female",7.14209191872299,2296246,93638
"3032","Norway",2010,"male",16.7932060985578,2286639,93638
"3033","Norway",2011,"female",7.0613745396113,2322494,107430
"3034","Norway",2011,"male",18.7003997749058,2320806,107430
"3035","Norway",2012,"female",6.21420712463103,2349455,108408
"3036","Norway",2012,"male",15.654630843441,2357130,108408
"3037","Norway",2013,"female",7.40625407659582,2376370,109804
"3038","Norway",2013,"male",15.8077311514761,2391235,109804
"3039","Norway",2014,"female",6.11684166243273,2403201,103443
"3040","Norway",2014,"male",16.5430612584195,2423977,103443
"3041","Norway",2015,"female",7.82395282568233,2428440,79187
"3042","Norway",2015,"male",16.2968039115589,2454469,79187
"3043","Oman",2009,"female",0,1036999,18557
"3044","Oman",2009,"male",0.827735506669638,1570550,18557
"3045","Oman",2010,"female",0,1063959,21337
"3046","Oman",2010,"male",0.771751061602951,1684481,21337
"3047","Oman",2014,"female",0,1235694,22328
"3048","Oman",2014,"male",0.292226279992853,2395404,22328
"3049","Panama",1985,"female",1.28713933283278,932300,3443
"3050","Panama",1985,"male",4.54827372338226,967400,3443
"3051","Panama",1986,"female",1.57546476210482,952100,3504
"3052","Panama",1986,"male",6.7827495444422,987800,3504
"3053","Panama",1987,"female",2.16027157699825,972100,3447
"3054","Panama",1987,"male",6.34480023793001,1008700,3447
"3055","Panama",1988,"female",2.05564735271776,1021576,2859
"3056","Panama",1988,"male",6.32951452623584,1042734,2859
"3057","Panama",1989,"female",0.860576146167902,1045811,2802
"3058","Panama",1989,"male",5.71874285157144,1066668,2802
"3059","Panama",1996,"female",1.22197502120127,1227521,3992
"3060","Panama",1996,"male",7.869400078694,1245330,3992
"3061","Panama",1997,"female",1.67419122612185,1254337,4227
"3062","Panama",1997,"male",9.74940108013929,1271873,4227
"3063","Panama",1998,"female",1.87349242406501,1281030,4488
"3064","Panama",1998,"male",9.5501935839643,1298403,4488
"3065","Panama",1999,"female",1.4525227644719,1308069,4606
"3066","Panama",1999,"male",9.35652040060998,1325279,4606
"3067","Panama",2000,"female",1.4223952387191,1335775,4577
"3068","Panama",2000,"male",9.16661430361453,1352735,4577
"3069","Panama",2001,"female",1.68721028582076,1363197,4558
"3070","Panama",2001,"male",10.0740332732998,1379785,4558
"3071","Panama",2002,"female",2.15528853925319,1391925,4641
"3072","Panama",2002,"male",9.23216115660515,1408121,4641
"3073","Panama",2003,"female",1.47719838774347,1421610,4790
"3074","Panama",2003,"male",12.1055773316803,1437354,4790
"3075","Panama",2004,"female",2.34220915790003,1451621,5144
"3076","Panama",2004,"male",10.362468230854,1466832,5144
"3077","Panama",2005,"female",1.61995788109509,1481520,5499
"3078","Panama",2005,"male",9.89255217819962,1496075,5499
"3079","Panama",2006,"female",0.859704208847282,1512148,5972
"3080","Panama",2006,"male",11.2726936691373,1525811,5972
"3081","Panama",2007,"female",1.36167078301906,1542223,6876
"3082","Panama",2007,"male",9.646829569462,1554915,6876
"3083","Panama",2008,"female",2.03561175540344,1572009,7972
"3084","Panama",2008,"male",9.72451214837838,1583627,7972
"3085","Panama",2009,"female",1.74779886580338,1602015,8436
"3086","Panama",2009,"male",9.2403215383833,1612498,8436
"3087","Panama",2010,"female",1.28632489626709,1632558,8991
"3088","Panama",2010,"male",7.91786373600137,1641857,8991
"3089","Panama",2011,"female",1.1424558230372,1663084,10403
"3090","Panama",2011,"male",7.48007159326123,1671107,10403
"3091","Panama",2012,"female",1.06241887989178,1694247,11908
"3092","Panama",2012,"male",6.87831900938097,1700997,11908
"3093","Panama",2013,"female",0.753210996417033,1725944,13189
"3094","Panama",2013,"male",6.75736943116233,1731443,13189
"3095","Panama",2014,"female",1.13766807623741,1757982,14181
"3096","Panama",2014,"male",7.20677368631014,1762231,14181
"3097","Panama",2015,"female",1.06133689346691,1790195,15158
"3098","Panama",2015,"male",5.07476353553757,1793187,15158
"3099","Paraguay",1985,"female",1.77189886526284,1523789,964
"3100","Paraguay",1985,"male",2.31731063227177,1553525,964
"3101","Paraguay",1986,"female",1.46645609207304,1568407,1086
"3102","Paraguay",1986,"male",2.06362467544812,1599128,1086
"3103","Paraguay",1987,"female",1.42398372448515,1615187,1158
"3104","Paraguay",1987,"male",2.36824655025419,1646788,1158
"3105","Paraguay",1989,"female",1.10918916520672,1712963,1330
"3106","Paraguay",1989,"male",2.74880555808484,1746213,1330
"3107","Paraguay",1990,"female",2.8360346563435,1763025,1600
"3108","Paraguay",1990,"male",2.72645731925814,1797204,1600
"3109","Paraguay",1991,"female",1.48858585446482,1813802,1907
"3110","Paraguay",1991,"male",2.59598379673447,1849010,1907
"3111","Paraguay",1994,"female",1.37302424353992,1966462,1981
"3112","Paraguay",1994,"male",4.03777563426726,2006055,1981
"3113","Paraguay",1995,"female",1.73461139500918,2017743,2223
"3114","Paraguay",1995,"male",4.03105368343601,2059015,2223
"3115","Paraguay",1996,"female",1.44984899822683,2069181,2341
"3116","Paraguay",1996,"male",3.26667269501918,2112241,2341
"3117","Paraguay",1997,"female",1.93399510557726,2119964,2326
"3118","Paraguay",1997,"male",3.92608067680088,2165009,2326
